,YEAR,CAMPUS,CNAME,MEETS,COURSE
606,22,57905224,WALNUT HILL EL,14.0,STAAR - 8th Science
609,22,57905306,SOLAR PREPARATO,67.0,STAAR - 8th Science
610,22,57905352,YOUNG WOMEN'S S,32.0,STAAR - 8th Science
611,22,57905353,ANN RICHARDS ST,18.0,STAAR - 8th Science
613,22,57905359,ROSEMONT UPPER,57.0,STAAR - 8th Science
614,22,57905360,D A HULCY STEAM,35.0,STAAR - 8th Science
615,22,57905362,IGNITE MIDDLE,14.0,STAAR - 8th Science
639,22,57910001,GRAND PRAIRIE F,62.0,STAAR - 8th Science
644,22,57910050,RONALD W REAGAN,48.0,STAAR - 8th Science
652,22,57912041,BOWIE MIDDLE,26.0,STAAR - 8th Science
662,22,57914042,VANSTON MIDDLE,51.0,STAAR - 8th Science
669,22,57914049,LANNY FRASIER M,42.0,STAAR - 8th Science
672,22,57916044,RICHARDSON WEST,52.0,STAAR - 8th Science
674,22,57916047,FOREST MEADOW J,36.0,STAAR - 8th Science
1359,22,108807086,IDEA RISE COLLE,,STAAR - 8th Science
1360,22,108807087,IDEA ACHIEVE CO,,STAAR - 8th Science
1998,22,220901041,CARTER J H,21.0,STAAR - 8th Science
2003,22,220901050,WORKMAN J H,29.0,STAAR - 8th Science
2013,22,220902046,SMITHFIELD MIDD,67.0,STAAR - 8th Science
2023,22,220905048,JAMES MIDDLE,13.0,STAAR - 8th Science
2024,22,220905049,KIRKPATRICK MID,21.0,STAAR - 8th Science
2026,22,220905051,MEACHAM MIDDLE,17.0,STAAR - 8th Science
2027,22,220905052,MEADOWBROOK MID,21.0,STAAR - 8th Science
2029,22,220905054,MORNINGSIDE MID,13.0,STAAR - 8th Science
2031,22,220905056,RIVERSIDE MIDDL,14.0,STAAR - 8th Science
2035,22,220905060,WEDGWOOD MIDDLE,8.0,STAAR - 8th Science
2036,22,220905061,LEONARD MIDDLE,11.0,STAAR - 8th Science
2037,22,220905062,INT'L NEWCOMER,0.0,STAAR - 8th Science
2067,22,220908045,JAMES COBLE MID,44.0,STAAR - 8th Science
2079,22,220916041,CENTRAL J H,69.0,STAAR - 8th Science
2084,22,220917041,IRMA MARSH MIDD,28.0,STAAR - 8th Science
2200,22,227820071,KIPP TRUTH ACAD,31.0,STAAR - 8th Science
2201,22,227820072,KIPP DESTINY MI,23.0,STAAR - 8th Science
2202,22,227820073,KIPP PLEASANT G,29.0,STAAR - 8th Science
499,22,57803011,UPLIFT GRAND SE,9.0,STAAR - 8th Social Studies
500,22,57803012,UPLIFT LUNA SEC,2.0,STAAR - 8th Social Studies
503,22,57803043,UPLIFT EDUCATIO,22.0,STAAR - 8th Social Studies
504,22,57803044,UPLIFT HAMPTON,7.0,STAAR - 8th Social Studies
505,22,57803045,UPLIFT WILLIAMS,36.0,STAAR - 8th Social Studies
506,22,57803046,UPLIFT HEIGHTS,4.0,STAAR - 8th Social Studies
507,22,57803047,UPLIFT SUMMIT I,17.0,STAAR - 8th Social Studies
508,22,57803048,UPLIFT ATLAS PR,3.0,STAAR - 8th Social Studies
509,22,57803049,UPLIFT MIGHTY M,4.0,STAAR - 8th Social Studies
510,22,57803050,UPLIFT ELEVATE,22.0,STAAR - 8th Social Studies
511,22,57803051,UPLIFT ASCEND M,5.0,STAAR - 8th Social Studies
513,22,57807001,LIFE SCHOOL OAK,7.0,STAAR - 8th Social Studies
568,22,57905012,L G PINKSTON H,2.0,STAAR - 8th Social Studies
569,22,57905035,IRMA RANGEL YOU,74.0,STAAR - 8th Social Studies
571,22,57905043,T W BROWNE MIDD,13.0,STAAR - 8th Social Studies
572,22,57905045,E B COMSTOCK MI,5.0,STAAR - 8th Social Studies
573,22,57905046,YOUNG MEN'S LEA,18.0,STAAR - 8th Social Studies
575,22,57905048,W H GASTON MIDD,27.0,STAAR - 8th Social Studies
576,22,57905049,W E GREINER EXP,22.0,STAAR - 8th Social Studies
579,22,57905052,PIEDMONT GLOBAL,12.0,STAAR - 8th Social Studies
581,22,57905054,THOMAS C MARSH,12.0,STAAR - 8th Social Studies
582,22,57905055,THOMAS J RUSK M,21.0,STAAR - 8th Social Studies
583,22,57905056,EWELL D WALKER,19.0,STAAR - 8th Social Studies
584,22,57905058,ALEX W SPENCE T,28.0,STAAR - 8th Social Studies
585,22,57905059,L V STOCKARD MI,14.0,STAAR - 8th Social Studies
586,22,57905060,BOUDE STOREY MI,7.0,STAAR - 8th Social Studies
587,22,57905062,BILLY EARL DADE,9.0,STAAR - 8th Social Studies
588,22,57905068,RAUL QUINTANILL,24.0,STAAR - 8th Social Studies
589,22,57905069,SEAGOVILLE MIDD,9.0,STAAR - 8th Social Studies
592,22,57905073,HENRY W LONGFEL,74.0,STAAR - 8th Social Studies
593,22,57905076,HAROLD WENDELL,6.0,STAAR - 8th Social Studies
594,22,57905077,HECTOR P GARCIA,8.0,STAAR - 8th Social Studies
595,22,57905079,FRANCISCO PANCH,7.0,STAAR - 8th Social Studies
596,22,57905083,SAM TASBY MIDDL,6.0,STAAR - 8th Social Studies
600,22,57905173,JESUS MOROLES E,24.0,STAAR - 8th Social Studies
602,22,57905194,K B POLK CENTER,,STAAR - 8th Social Studies
603,22,57905206,ALEX SANGER PRE,35.0,STAAR - 8th Social Studies
606,22,57905224,WALNUT HILL EL,,STAAR - 8th Social Studies
609,22,57905306,SOLAR PREPARATO,,STAAR - 8th Social Studies
610,22,57905352,YOUNG WOMEN'S S,19.0,STAAR - 8th Social Studies
611,22,57905353,ANN RICHARDS ST,11.0,STAAR - 8th Social Studies
613,22,57905359,ROSEMONT UPPER,23.0,STAAR - 8th Social Studies
614,22,57905360,D A HULCY STEAM,59.0,STAAR - 8th Social Studies
615,22,57905362,IGNITE MIDDLE,26.0,STAAR - 8th Social Studies
639,22,57910001,GRAND PRAIRIE F,34.0,STAAR - 8th Social Studies
644,22,57910050,RONALD W REAGAN,32.0,STAAR - 8th Social Studies
652,22,57912041,BOWIE MIDDLE,9.0,STAAR - 8th Social Studies
662,22,57914042,VANSTON MIDDLE,17.0,STAAR - 8th Social Studies
669,22,57914049,LANNY FRASIER M,15.0,STAAR - 8th Social Studies
672,22,57916044,RICHARDSON WEST,37.0,STAAR - 8th Social Studies
674,22,57916047,FOREST MEADOW J,29.0,STAAR - 8th Social Studies
1359,22,108807086,IDEA RISE COLLE,56.0,STAAR - 8th Social Studies
1360,22,108807087,IDEA ACHIEVE CO,22.0,STAAR - 8th Social Studies
1998,22,220901041,CARTER J H,11.0,STAAR - 8th Social Studies
2003,22,220901050,WORKMAN J H,11.0,STAAR - 8th Social Studies
2013,22,220902046,SMITHFIELD MIDD,49.0,STAAR - 8th Social Studies
2023,22,220905048,JAMES MIDDLE,12.0,STAAR - 8th Social Studies
2024,22,220905049,KIRKPATRICK MID,17.0,STAAR - 8th Social Studies
2026,22,220905051,MEACHAM MIDDLE,8.0,STAAR - 8th Social Studies
2027,22,220905052,MEADOWBROOK MID,6.0,STAAR - 8th Social Studies
2029,22,220905054,MORNINGSIDE MID,4.0,STAAR - 8th Social Studies
2031,22,220905056,RIVERSIDE MIDDL,8.0,STAAR - 8th Social Studies
2035,22,220905060,WEDGWOOD MIDDLE,6.0,STAAR - 8th Social Studies
2036,22,220905061,LEONARD MIDDLE,10.0,STAAR - 8th Social Studies
2037,22,220905062,INT'L NEWCOMER,0.0,STAAR - 8th Social Studies
2067,22,220908045,JAMES COBLE MID,26.0,STAAR - 8th Social Studies
2079,22,220916041,CENTRAL J H,61.0,STAAR - 8th Social Studies
2084,22,220917041,IRMA MARSH MIDD,13.0,STAAR - 8th Social Studies
2200,22,227820071,KIPP TRUTH ACAD,10.0,STAAR - 8th Social Studies
2201,22,227820072,KIPP DESTINY MI,11.0,STAAR - 8th Social Studies
2202,22,227820073,KIPP PLEASANT G,4.0,STAAR - 8th Social Studies
